barcode,location,author,title,publisher_code,status
32488,ENG,HARI MOHAN PRASAD,OBJECTIVE ENGLISH FOR COMPETITIVE EXAMINATIONS,TATAMCGRAW-HILL,Not for loan
32489,GEN,HARI MOHAN PRASAD,HOW TO PREPARE FOR GROUP DISCUSSION AND INTERVIEW,TATAMCGRAW-HILL,Available
32490,GEN,HARI MOHAN PRASAD,HOW TO PREPARE FOR GROUP DISCUSSION AND INTERVIEW,TATAMCGRAW-HILL,Available
32491,GEN,HARI MOHAN PRASAD,HOW TO PREPARE FOR GROUP DISCUSSION AND INTERVIEW,TATAMCGRAW-HILL,Available
32492,GEN,HARI MOHAN PRASAD,HOW TO PREPARE FOR GROUP DISCUSSION AND INTERVIEW,TATAMCGRAW-HILL,Not for loan
32493,ENG,THOMAS ELLIOTT BERRY,THE MOST COMMON MISTAKES IN ENGLISH USAGE,TATAMCGRAW-HILL,Available
32494,ENG,THOMAS ELLIOTT BERRY,THE MOST COMMON MISTAKES IN ENGLISH USAGE,TATAMCGRAW-HILL,Available
32495,ENG,THOMAS ELLIOTT BERRY,THE MOST COMMON MISTAKES IN ENGLISH USAGE,TATAMCGRAW-HILL,Available
32496,ENG,THOMAS ELLIOTT BERRY,THE MOST COMMON MISTAKES IN ENGLISH USAGE,TATAMCGRAW-HILL,Available
32497,ENG,THOMAS ELLIOTT BERRY,THE MOST COMMON MISTAKES IN ENGLISH USAGE,TATAMCGRAW-HILL,Not for loan
32505,ECE,MUHAMMAD ALI MAZIDI,8051 MICROCONTROLLER AND EMBEDDED SYSTEMS,PEARSIONEDUCATION,Available
32506,ECE,MUHAMMAD ALI MAZIDI,8051 MICROCONTROLLER AND EMBEDDED SYSTEMS,PEARSIONEDUCATION,Available
32507,ECE,MUHAMMAD ALI MAZIDI,8051 MICROCONTROLLER AND EMBEDDED SYSTEMS,PEARSIONEDUCATION,Available
32508,ECE,MUHAMMAD ALI MAZIDI,8051 MICROCONTROLLER AND EMBEDDED SYSTEMS,PEARSIONEDUCATION,Not for loan
32509,ECE,DOUGLAS V HALL,MICROPROCESSOR AND IINTERFACING,TATAMCGRAW-HILL,Available
32510,ECE,DOUGLAS V HALL,MICROPROCESSOR AND IINTERFACING,TATAMCGRAW-HILL,Available
32511,ECE,DOUGLAS V HALL,MICROPROCESSOR AND IINTERFACING,TATAMCGRAW-HILL,Not for loan
32512,ECE,KENNETH J AYALA,8086 MICROPROCESSOR,PENRAMINTERNATIONALPUBLISHING[INDIA],Available
32513,ECE,KENNETH J AYALA,8086 MICROPROCESSOR,PENRAMINTERNATIONALPUBLISHING[INDIA],Available
32514,ECE,KENNETH J AYALA,8086 MICROPROCESSOR,PENRAMINTERNATIONALPUBLISHING[INDIA],Not for loan
32515,ECE,B P LATHI,Modern Digital And Analog Communication Systems,OXFORD&IBHPUBLISHINGCO,Available
32516,ECE,B P LATHI,Modern Digital And Analog Communication Systems,OXFORD&IBHPUBLISHINGCO,Available
32517,ECE,B P LATHI,Modern Digital And Analog Communication Systems,OXFORD&IBHPUBLISHINGCO,Not for loan
32519,ECE,JOHN D KRAUS,ANTENNAS FOR ALL APPLICATIONS,TATAMCGRAW-HILL,Available
32520,ECE,JOHN D KRAUS,ANTENNAS FOR ALL APPLICATIONS,TATAMCGRAW-HILL,Not for loan
32521,ECE,ANNAPURNA DAS,MICROWAVE ENGINEEIRNG,TATAMCGRAW-HILL,Available
32522,ECE,ANNAPURNA DAS,MICROWAVE ENGINEEIRNG,TATAMCGRAW-HILL,Available
32523,ECE,ANNAPURNA DAS,MICROWAVE ENGINEEIRNG,TATAMCGRAW-HILL,Not for loan
32524,ECE,SIMON HAYKIN,Digital Communications,WIILEYINDIA,Not for loan
